NAME	TITLE	SCORE	
AHSA1		15.501975	
VCF2		15.498709	
MPZL2		15.479199	
DTNBP1		15.473234	
ZNF343		15.471431	
LINC00641		15.47049	
METTL4		15.407856	
IRF7		15.402525	
DENND4C		15.390445	
NDUFB2		15.37874	
SERBP1		15.354945	
RIGI		15.345344	
TMEM38B		15.341184	
DCP2		15.3372	
TTC4		15.327327	
SLC35B3		15.322597	
SHQ1		15.300365	
ABRACL		15.294899	
C2orf42		15.268754	
SDAD1		15.260752	
GPATCH8		15.259166	
HOXC4		15.25787	
EXO5		15.256256	
MRPS17		15.253957	
LZIC		15.249408	
CANT1		15.233193	
PRMT5		15.228789	
GART		15.222536	
ZNF362		15.20496	
COMMD5		15.204604	
KPNA5		15.191619	
SKI		15.169722	
PDAP1		15.167238	
CCT7		15.139863	
SON		15.122152	
IMPDH2		15.116389	
RBL2		15.109121	
SNUPN		15.103803	
WDR12		15.095132	
CORO6		15.082162	
ELOF1		15.080304	
TRMT13		15.075946	
UPF3B		15.074332	
TIMM13		15.0682955	
MRPL17		15.063754	
CLDN12		15.060309	
TEDC1		15.055605	
CHMP4A		15.054838	
PDZD4		15.052662	
POU2F1		15.05033	
TNNI2		15.041452	
FUS		15.037676	
TYW3		15.016984	
EEF2K		15.01479	
ADSL		15.008529	
MORC4		15.004586	
SLC30A5		15.001313	
HDDC2		15.000139	
DNAJC16		14.968898	
MARVELD2		14.933966	
TUBD1		14.901718	
ZMIZ1		14.885279	
DAXX		14.884414	
EIF3J		14.880436	
POLD2		14.879028	
TSPOAP1		14.871082	
BLZF1		14.856787	
CCDC90B		14.851824	
ITGB7		14.846331	
IL33		14.824243	
HOTAIRM1		14.818853	
FKBP4		14.8111105	
NEDD4		14.810226	
EFHC1		14.810166	
SNU13		14.809712	
ZBTB22		14.808323	
ZNRF3		14.805008	
CRTC2		14.80111	
SNHG12		14.773966	
ZNF143		14.769106	
PSMA4		14.766206	
ANKRD36C		14.766086	
POP1		14.764646	
GGT7		14.762737	
DMAC1		14.749717	
DPM2		14.743843	
TXNDC9		14.7338505	
BTBD9		14.726105	
TARS1		14.717754	
DDX50		14.713892	
BRD2		14.7101345	
DOCK7		14.698631	
GP1BA		14.696649	
RPP40		14.694894	
CCT3		14.684079	
SGK3		14.68115	
ZNF696		14.675475	
CDK4		14.668971	
SKAP2		14.657319	
TMEM208		14.65599	
E2F1		14.646759	
IGIP		14.60447	
STK38		14.578809	
TXLNA		14.578099	
NCOR2		14.572371	
IPO8		14.567233	
PSMG1		14.562201	
TSPAN14		14.55528	
FBXL16		14.526474	
ZNF512		14.513709	
COA6		14.505899	
TAF5		14.49015	
TRA2B		14.489255	
TK1		14.489203	
FHL3		14.487606	
PPM1G		14.486729	
BICRA		14.470761	
PHF14		14.466578	
MED7		14.46355	
RPF2		14.451814	
TUBA1A		14.4481125	
NOP10		14.440354	
OTUD5		14.424503	
TTC23		14.41371	
TSPAN2		14.407839	
TM9SF1		14.397751	
PLEKHA5		14.389259	
TUBGCP4		14.388496	
CHTOP		14.38557	
ZMYM3		14.383449	
SLX9		14.381716	
DPAGT1		14.378526	
KMT5C		14.374237	
ITGA9		14.360461	
LIAS		14.358673	
RPRD2		14.355124	
STXBP6		14.353867	
AKAP8		14.322391	
HCG11		14.320834	
NSMCE1		14.318879	
SLC39A11		14.317943	
RFX3		14.317433	
RAB40C		14.314801	
ZZEF1		14.309608	
GLRX3		14.307484	
MEPCE		14.301912	
QSER1		14.301674	
DNMBP		14.292379	
BANP		14.283721	
EEF1AKMT1		14.280644	
NDUFS6		14.27025	
YIF1A		14.260821	
KPNA2		14.256224	
SETBP1		14.255925	
KMT5B		14.255296	
MRPS10		14.246859	
HDHD3		14.241816	
OMA1		14.238654	
RFK		14.227124	
RRP7A		14.2164955	
APEH		14.2138815	
UTP14A		14.208786	
CTR9		14.2004385	
PDCD7		14.195428	
MSANTD3		14.192507	
GPLD1		14.18912	
IARS1		14.180937	
METTL1		14.180049	
EDIL3		14.178583	
DPH3		14.17417	
PDIA4		14.170022	
MED21		14.169725	
REXO1		14.169497	
NCOA1		14.167275	
COBL		14.165058	
NOB1		14.163275	
VAPB		14.160641	
FARSB		14.14933	
MUS81		14.148156	
JHY		14.140497	
AGPAT5		14.134849	
MRPL11		14.124105	
ARID1B		14.117513	
SNX11		14.111313	
NOL7		14.108291	
MRPL35		14.105175	
TUBG1		14.093378	
BZW2		14.087743	
PABIR2		14.080041	
UPF3A		14.072403	
NIFK		14.07055	
TCP11L2		14.069645	
TPBG		14.062229	
GNG5		14.059537	
TMEM258		14.049247	
APOO		14.045324	
B9D1		14.038851	
CDC25B		14.038838	
BAZ2A		14.033939	
CYTH3		14.019896	
CIAO2A		14.014201	
ZNF780B		14.005348	
TNFRSF13C		13.993386	
CHORDC1		13.9921465	
KDM2B		13.990368	
FERRY3		13.990101	
APTX		13.983748	
LACC1		13.97221	
WDR5B		13.965949	
MAGI1		13.965078	
PPA1		13.962029	
TOMM34		13.951452	
BPTF		13.943607	
MICOS10		13.9192915	
PUM3		13.916339	
EP300		13.905501	
ZNF354A		13.904227	
RPGR		13.888385	
COA4		13.8828535	
DCAF15		13.87896	
HEATR5B		13.873368	
KLHDC2		13.871381	
RWDD1		13.870628	
MED19		13.870447	
APEX1		13.867833	
OXSM		13.8639555	
ZNF281		13.861	
ZNF283		13.854877	
SELENOH		13.854742	
CXCL14		13.850133	
AP3M1		13.840715	
BBS7		13.830648	
EBNA1BP2		13.824373	
PSMA5		13.814114	
EEF2KMT		13.810342	
VMP1		13.791805	
RIT1		13.790013	
SNHG11		13.788001	
CHST12		13.785686	
BCL2		13.7835	
HERC3		13.761685	
MTO1		13.759848	
RBM4		13.7539215	
TMEM185B		13.752974	
TRPV4		13.747637	
EFL1		13.741076	
SHMT2		13.737554	
ZNF227		13.72053	
BRD3		13.71834	
TUBA1C		13.711453	
H1-10		13.708136	
HSP90AA1		13.707232	
SMYD2		13.7071905	
WDR41		13.699094	
ELP1		13.692404	
IRAK2		13.688959	
ZFYVE1		13.686721	
VAMP2		13.686414	
MPV17L2		13.6607485	
BASP1		13.656978	
YWHAE		13.639757	
TPM3		13.63838	
FAM13A-AS1		13.631876	
METTL2B		13.614791	
TEFM		13.613042	
PAGR1		13.578172	
TSN		13.575539	
PBRM1		13.572757	
IFITM10		13.567909	
TM2D2		13.56713	
TIMM8A		13.561781	
DDI2		13.555777	
FLRT3		13.546133	
DNAJC8		13.544612	
GPC1		13.541105	
BARD1		13.531073	
ZNF518B		13.529418	
EIF4G3		13.5248995	
DNAJC14		13.523064	
FBXL17		13.521258	
PKD1		13.515332	
N6AMT1		13.497939	
AP5Z1		13.49546	
PTEN		13.488612	
WWP2		13.476403	
MESD		13.476251	
PINX1		13.473195	
RPL7L1		13.4687805	
MRPL14		13.463335	
SMUG1		13.451798	
CHEK2		13.438589	
FAM107B		13.426797	
ZNF813		13.426536	
RPL24		13.424949	
ACTR3		13.4242325	
TMEM184C		13.411171	
ZNF568		13.408583	
SEC22A		13.386105	
TXNDC15		13.374696	
PPIB		13.362127	
ADO		13.355315	
CANX		13.348208	
FANCF		13.340919	
FAM136A		13.340518	
IER5L		13.339495	
PARN		13.331339	
NAA10		13.329333	
PSENEN		13.328358	
DNAJC10		13.327124	
RNASEL		13.327075	
LAMB1		13.3270445	
LSM6		13.3235655	
PLLP		13.318058	
MAML3		13.315323	
DCAF13		13.302485	
RALB		13.288768	
LANCL2		13.281665	
NDUFAF5		13.276621	
ATXN1L		13.267416	
FOXO6		13.250733	
INTS7		13.2495	
ERMAP		13.246413	
STYXL1		13.244348	
GPANK1		13.242754	
UBLCP1		13.24203	
TOMM22		13.241124	
USP49		13.228994	
PIDD1		13.227973	
PIAS3		13.223422	
COPS5		13.222081	
SUGT1		13.217286	
IPO11		13.217002	
CLK1		13.215917	
ABCF2		13.215029	
COX10-DT		13.213955	
ZNF841		13.212542	
OLA1		13.212161	
SEC31B		13.209213	
PYCR1		13.20566	
RPS6KA5		13.201194	
CDK20		13.193957	
AHCY		13.193443	
RBMX		13.190438	
PHF6		13.186133	
ARL4A		13.170699	
ARHGEF26		13.170478	
TBC1D22A-DT		13.170232	
MIR210HG		13.167916	
FGGY		13.165877	
THG1L		13.1658	
MEGF9		13.1647005	
DCTD		13.163995	
SWI5		13.16106	
COPS6		13.159823	
CEP78		13.154848	
PQBP1		13.151086	
HDHD5		13.143853	
DOCK1		13.133242	
CEBPA-DT		13.132878	
CLN6		13.1154995	
ITPR2		13.113285	
SNAPC5		13.1096525	
PRICKLE3		13.101917	
FLRT2		13.09802	
BIVM		13.092869	
MON1A		13.077876	
SEC61G		13.077798	
SH3BP2		13.077076	
FAU		13.071476	
GRK2		13.07108	
THSD1		13.059054	
ZNF292		13.055776	
ZNF232		13.047248	
PHB1		13.033858	
PIGF		13.030186	
HSP90AB1		13.022172	
HGH1		13.021809	
HSP90B1		13.016902	
ALDH3A1		13.013043	
RARS1		13.000621	
MFSD11		12.996186	
MRPL22		12.995978	
ZNF420		12.995833	
MEGF6		12.995557	
CAPZA1		12.983441	
EIF4A2		12.967413	
NUDT3		12.959123	
IFIH1		12.957121	
SPIDR		12.953905	
UBAC2		12.9470625	
AUTS2		12.941309	
BET1		12.934594	
ZNF449		12.932442	
BTBD10		12.931552	
IMP4		12.929758	
CSE1L		12.920574	
TBC1D17		12.902518	
BRD4		12.898162	
LPAR3		12.897092	
HNRNPA3		12.89482	
PCGF1		12.892924	
AKAP13		12.876371	
DNAJB11		12.86917	
TTC32		12.864445	
MICU1		12.862641	
ISG20L2		12.85618	
CLASRP		12.854569	
NSMCE4A		12.852807	
TRIM47		12.839067	
RAD51C		12.835564	
ELL3		12.831507	
ENTPD7		12.828298	
TMCO1		12.825753	
ZNF518A		12.823883	
F12		12.8218	
MEA1		12.810749	
MSANTD4		12.802858	
NSA2		12.798574	
ZNF562		12.797877	
TTC21B		12.795521	
POLH		12.787583	
C10orf95-AS1		12.786722	
FAM76A		12.782951	
H2AX		12.777599	
STK35		12.775891	
TMEM39B		12.771312	
HIKESHI		12.763557	
C19orf25		12.754592	
TMEM167A		12.743226	
ARL15		12.719051	
GTPBP8		12.715531	
MOCS2		12.713944	
IMPA1		12.708165	
MXD3		12.706447	
IREB2		12.705504	
SLC2A1		12.703148	
NARS1		12.69188	
NDUFAF8		12.686427	
TEX30		12.683349	
F3		12.68332	
TFB1M		12.682462	
AGAP9		12.68055	
PHF23		12.669332	
CEBPA		12.666634	
C16orf74		12.666561	
SGSH		12.652523	
IFI16		12.64528	
SPSB2		12.644191	
TUBGCP2		12.63511	
TWNK		12.634804	
CLDN23		12.634001	
PLXNB3		12.630456	
METTL2A		12.62798	
DHX34		12.624794	
NLE1		12.616779	
TPI1		12.615651	
NRDE2		12.606673	
RANBP1		12.605178	
MIS18A		12.603393	
RHOT1		12.599337	
MAML2		12.599012	
TSC2		12.5946865	
TRMT61A		12.59074	
TAF1D		12.587199	
BOD1		12.586037	
TTI2		12.581972	
STAG3		12.578399	
PON2		12.575636	
SPPL3		12.575501	
ZC3HAV1		12.563367	
FARSA		12.560183	
SLC39A14		12.552778	
ZNF470		12.5525875	
ARMC6		12.543748	
PA2G4		12.541973	
ZNF711		12.535945	
POLR1E		12.532948	
NDUFAF1		12.53211	
RHOG		12.531869	
KIF27		12.528155	
ACCS		12.522842	
LRRC8C		12.515732	
TMEM69		12.514441	
PIK3C3		12.512291	
CHCHD1		12.509311	
MRPL24		12.505196	
HINFP		12.504834	
HCCS		12.503982	
STT3B		12.485391	
ANKRD36		12.482064	
PALMD		12.480058	
CDC7		12.469507	
ETV6		12.469499	
PIP4P2		12.464919	
ZMYM2		12.463316	
NUP35		12.458811	
UPF1		12.453313	
RPL26L1		12.449213	
RFX1		12.448971	
KITLG		12.447557	
SLC39A10		12.443906	
TAX1BP3		12.43745	
PHC3		12.43649	
CARNS1		12.431747	
SERP1		12.41866	
ARHGAP27P1-BPTFP1-KPNA2P3		12.414722	
NBPF12		12.409058	
TRIM14		12.401826	
KRI1		12.393556	
TMEM45B		12.390333	
PCNX4		12.385843	
SMYD3		12.378049	
CDR2		12.370385	
HEATR1		12.368956	
BCCIP		12.352008	
TRIM37		12.351375	
NEMP2		12.349474	
SMIM10L1		12.341633	
ENO1		12.341556	
SLC16A1		12.339044	
MMACHC		12.338542	
DAB2IP		12.337592	
TMEM186		12.335005	
ABCA10		12.333085	
GOLGA7		12.329157	
TUBB		12.326656	
ZNF189		12.325829	
SAC3D1		12.324412	
PAXX		12.32326	
PEX12		12.322298	
ZNF687		12.321414	
EPRS1		12.315733	
TSSK4		12.315604	
YIPF1		12.313395	
PSMD4		12.305421	
DCST2		12.300715	
OVGP1		12.29255	
CD1E		12.29024	
PHETA2		12.282198	
BNC2		12.28155	
ZCCHC17		12.277563	
DCAF5		12.276574	
USB1		12.272067	
HHAT		12.270162	
ATP8A1		12.258709	
NME1		12.252943	
DUSP22		12.251975	
PACRGL		12.250781	
B3GALT4		12.243016	
WNT4		12.230613	
MFSD6		12.220581	
MRPS21		12.220456	
C8orf76		12.213784	
POSTN		12.211937	
STX16		12.200381	
VIPR1		12.199585	
EXD3		12.19299	
VPS13B		12.176668	
ALDH3A2		12.168439	
HYOU1		12.144537	
KEAP1		12.143523	
EBAG9		12.141629	
GCSAM		12.131619	
RETREG1		12.130469	
DAAM1		12.125678	
SDF2		12.123929	
SRBD1		12.117891	
ABRAXAS1		12.117042	
ZDHHC11B		12.113048	
TRAK1		12.11198	
HERPUD2-AS1		12.111716	
BAX		12.107859	
SLC35A1		12.097372	
LMBR1		12.096989	
CNTLN		12.096567	
RAB24		12.094049	
KLHL9		12.090492	
ALKBH1		12.086782	
DTX2		12.079681	
SECISBP2		12.077388	
CLK3		12.075692	
PRMT3		12.073808	
ELL2		12.07239	
UMPS		12.059796	
ALG2		12.059456	
LCMT2		12.045945	
C19orf44		12.039103	
IL10RB		12.030112	
PARP2		12.017661	
DRAM1		12.015055	
GNL3L		12.009618	
ZNF160		12.008943	
HNRNPAB		12.008264	
ZNF446		12.007768	
DTYMK		12.005677	
EBPL		12.004816	
SMARCD2		12.000968	
KIF13A		12.0003605	
RAD54L2		11.999441	
CDH13		11.995689	
UTP6		11.989905	
B4GALT3		11.989755	
HM13		11.988009	
NME7		11.9836445	
NFIC		11.979949	
CASP7		11.9799	
TAF15		11.978713	
TIMM21		11.978383	
SLC22A5		11.97828	
CHTF8		11.975295	
SH3BP5-AS1		11.974101	
UBL5		11.973436	
TUBGCP5		11.972008	
NDUFAF2		11.970165	
VEZT		11.966644	
GALNT11		11.96649	
PDCD11		11.963923	
SPRYD4		11.963395	
UBTD2		11.960808	
POU6F1		11.958987	
SH3PXD2A		11.957693	
BMPR1A		11.955854	
C5		11.953964	
NFASC		11.952454	
MAPK8IP3		11.95197	
GMPPB		11.951237	
CHMP2A		11.951096	
ZC3H18		11.949387	
DNAJC4		11.949017	
RRP8		11.945659	
THBS2		11.945354	
POP5		11.944662	
DANCR		11.939889	
MAMDC2		11.93692	
GJC2		11.936082	
MAPK14		11.935163	
GOSR2		11.927488	
NDUFA6		11.916761	
HSPA1B		11.91631	
RER1		11.914753	
KANSL1		11.906056	
FAM220A		11.883111	
LINC00958		11.8733	
TCF25		11.870172	
ZNF718		11.865387	
MRPL12		11.86498	
RHBDD2		11.860137	
SETD1B		11.859984	
TMX3		11.855595	
G3BP1		11.855416	
ZNF324B		11.852294	
COX19		11.85151	
PHKB		11.846639	
DCTN5		11.843521	
POLR1H		11.843093	
LINC00511		11.836471	
PEDS1		11.8360615	
KCTD7		11.830433	
NDUFB3		11.826776	
EFCAB14		11.824246	
IL4R		11.822599	
NDUFA12		11.817935	
ANAPC7		11.816661	
RTTN		11.8134	
LRIG2		11.812172	
RALGDS		11.80506	
TNKS		11.803103	
DNPH1		11.802946	
BRAT1		11.797819	
MRPS25		11.796469	
WEE1		11.792529	
KLHL12		11.791217	
NLN		11.784641	
SPCS3		11.782786	
HDAC2		11.777804	
KDM3A		11.771042	
TRNT1		11.76747	
WNT7B		11.76719	
MAX		11.757417	
PTGES3		11.7550535	
LRATD1		11.750521	
STAMBPL1		11.749603	
TMED9		11.745114	
COQ5		11.742424	
GAS6		11.740294	
PHYHD1		11.73977	
ELMOD2		11.735091	
NAT10		11.735034	
BUD31		11.728658	
PPM1B		11.723795	
KLHL2		11.72252	
PMS2CL		11.721192	
ANKRA2		11.714821	
LINC02615		11.711841	
KLF12		11.710161	
ENTR1		11.708314	
DENND1A		11.707359	
GOLGA7B		11.702651	
MINPP1		11.700863	
TMEM60		11.6924305	
FBXO36		11.692257	
SMURF1		11.688306	
