NAME	TITLE	SCORE	
BLVRA		15.475552	
RAPGEF4		15.46381	
H2BC21		15.456651	
MAST3		15.448738	
ASCC2		15.429343	
AK2		15.404128	
AP5B1		15.404065	
NKPD1		15.397857	
NLGN2		15.392912	
C8orf33		15.387545	
BZW1		15.359527	
E2F8		15.316201	
SOX4		15.309004	
CAMTA1		15.301068	
ZNF658		15.300028	
TK1		15.290415	
SLC43A3		15.284662	
TPI1		15.284436	
IFIH1		15.27313	
PIAS3		15.254212	
PARK7		15.236913	
PSORS1C1		15.232241	
TYRO3		15.204957	
SLC39A1		15.196008	
SEMA6B		15.190524	
TPM3		15.17022	
SLC25A28		15.160361	
INSYN1		15.152128	
PPM1G		15.1489105	
CCDC9B		15.142237	
TNFRSF19		15.124947	
LRRC59		15.124456	
FAM20A		15.12309	
UBA5		15.106871	
PTP4A2		15.093851	
CDHR1		15.079522	
VWA1		15.070061	
ACOT11		15.052502	
PABPC4		15.039622	
HSD3B7		15.035753	
HELB		15.019819	
KY		14.995921	
EXOSC8		14.976585	
MRPL17		14.974904	
ALDH3A2		14.959241	
ALDH3A1		14.955254	
PGK1		14.93457	
LINC02560		14.917391	
PGLYRP3		14.889411	
TMEM60		14.855047	
PCSK6		14.848	
IPO5		14.845684	
HNRNPH3		14.842034	
NEO1		14.824042	
IFT140		14.823725	
IFITM3		14.820915	
CNTNAP3B		14.81177	
GALT		14.792515	
GDI2		14.779145	
BOD1		14.768784	
MYL6		14.766853	
ILF2		14.7637615	
ZNF281		14.759116	
YARS1		14.753773	
SMG9		14.71759	
MRPS5		14.715992	
ADCY7		14.715754	
HSPD1		14.706434	
MAGI1		14.700926	
TRA2B		14.6891985	
CDH22		14.686904	
PARD6G		14.674768	
CDC26		14.667854	
NSUN4		14.650503	
SEC11A		14.641834	
HR		14.6385	
UBE2J2		14.632916	
PLA2G2A		14.6219225	
NCAPG2		14.618984	
PARP9		14.581767	
PRDM11		14.571381	
CSTF2T		14.570456	
ATL3		14.559919	
NDUFA6		14.542593	
SDF2L1		14.538454	
ZHX3		14.5356655	
STAT3		14.500211	
BLMH		14.45157	
UQCRH		14.42224	
RFX1		14.406156	
CALR		14.401862	
ALDOC		14.39217	
STIP1		14.385448	
NDUFA8		14.380333	
NOL7		14.346008	
KLK10		14.342404	
NAP1L1		14.342206	
NDUFS2		14.33306	
PITPNM1		14.312856	
PDIA3		14.307329	
PDIA6		14.289856	
TIMM50		14.256369	
BOC		14.252101	
SNX21		14.21534	
LGALSL		14.210393	
CREB3		14.209768	
POLE4		14.207228	
TNIP2		14.201537	
AHNAK2		14.196073	
BPTF		14.183041	
MIEN1		14.161371	
CANX		14.154547	
MSANTD4		14.147345	
HNRNPA2B1		14.146433	
TM2D2		14.144434	
TMCC2		14.144139	
ENTPD6		14.123491	
SSB		14.122968	
NFIC		14.118279	
SHISA5		14.109012	
SLC16A5		14.098585	
TAF15		14.09802	
ATP6V0E1		14.066103	
TNFRSF13C		14.060422	
TOM1L2		14.058294	
BDH1		14.054464	
PBDC1		14.046679	
NOL8		14.038202	
P2RX7		14.023406	
PTPN3		14.017006	
HAPLN3		14.013407	
GAS1		14.0091095	
ASNSD1		13.980909	
TIMM21		13.972861	
NANS		13.946905	
SEC61A1		13.937947	
SURF4		13.935999	
ZCCHC9		13.926085	
GIMAP8		13.925729	
TXNDC15		13.898928	
SNRPG		13.896828	
SPINDOC		13.882319	
RXRA		13.875261	
GPRIN2		13.872264	
FKBP1A		13.871331	
PREB		13.862948	
NAB1		13.851011	
GYG1		13.849647	
ZNF362		13.842233	
GPI		13.839359	
TMEM67		13.816648	
SMIM12		13.812372	
CD59		13.809699	
CNPY3		13.805377	
IFNGR2		13.802095	
MYBL2		13.798564	
HNRNPA0		13.794276	
NFASC		13.792648	
PALMD		13.789722	
AK7		13.779439	
ERH		13.778315	
ARHGAP27		13.775378	
TBC1D24		13.764821	
SAP18		13.755387	
RAB3B		13.753162	
BAHD1		13.7522	
MVB12B		13.736674	
GCA		13.735096	
PGAP4		13.734721	
MINDY1		13.730306	
MRPL32		13.727023	
RCN1		13.717927	
DUOXA1		13.706746	
SLX9		13.69983	
RHOA		13.681702	
IL13RA1		13.654968	
GAPDH		13.6524515	
DMTN		13.650515	
CERS2		13.642807	
CELSR2		13.641156	
PTGES		13.636003	
TPRG1		13.634028	
ATF4		13.632962	
RELB		13.604153	
PLCXD1		13.602957	
FBXL16		13.600552	
ALOX12		13.592505	
EIF3I		13.558285	
PTRH2		13.557364	
UBE2G2		13.540616	
LGR6		13.526386	
LIFR		13.499603	
RRP9		13.495037	
MSANTD3		13.48979	
CYCS		13.468496	
SPTSSB		13.458578	
ZNF202		13.440215	
PLEKHA4		13.4354105	
SRI		13.421848	
SSH3		13.421319	
SNX22		13.420896	
CYRIB		13.415936	
CLTA		13.411994	
SLC1A3		13.384006	
SEMA4G		13.379597	
ABCF1		13.373193	
TYMP		13.369112	
LSM6		13.368735	
FUNDC2		13.361097	
ERBB2		13.354492	
ZBTB7B		13.354057	
PAK1		13.336703	
IPO7		13.33112	
TM9SF4		13.324881	
RMDN3		13.320216	
LAP3		13.292046	
AGFG2		13.285164	
MPHOSPH10		13.280622	
GPR155		13.263987	
TMED2		13.258587	
GPATCH4		13.246739	
FAM118B		13.243758	
DDX19A		13.240658	
ATP7A		13.238337	
PLLP		13.23762	
ANO8		13.223209	
ARIH2		13.219335	
CCNYL1		13.2086315	
RPS19BP1		13.204518	
PDRG1		13.194835	
TMPRSS6		13.194379	
GAS7		13.192713	
TIMP1		13.180084	
MAPK13		13.176184	
LIMA1		13.175311	
PTGIR		13.1725445	
NIFK		13.17183	
PEA15		13.167498	
FMO5		13.166697	
CALU		13.161532	
HM13		13.161241	
PPFIA3		13.141615	
HSPA9		13.140113	
DIMT1		13.131831	
SNRPB2		13.112878	
FAM98A		13.112547	
SLC39A8		13.111945	
SET		13.10384	
ALDH5A1		13.094525	
NFKBIB		13.094192	
PSD4		13.06295	
SGPL1		13.042852	
BBS2		13.027324	
UQCRB		13.02475	
THY1		13.019796	
POMP		13.017511	
MSN		13.005509	
GLTP		13.002481	
KIAA1549L		13.000162	
LLPH		12.998464	
IMMT		12.997596	
TMPRSS11F		12.997396	
NOP14		12.988228	
MRPS10		12.987518	
ANKH		12.985986	
TMBIM1		12.974357	
ATP5MK		12.961109	
UPF3B		12.958533	
SAR1A		12.957268	
CBX1		12.954562	
UHRF1		12.944944	
DNAJB11		12.943938	
SRSF10		12.9414835	
VDAC1		12.941116	
SHC1		12.939886	
PKD1		12.929559	
DCAF13		12.915777	
ABR		12.913619	
HNRNPU		12.893069	
IL20RB		12.888905	
PLPP2		12.885247	
SRPRB		12.880313	
CYP2E1		12.86298	
RPN1		12.861759	
YPEL3		12.847459	
LRPAP1		12.839432	
SCART1		12.838902	
PYGL		12.838437	
KLF13		12.823407	
NUDC		12.810691	
BCAR3		12.807531	
HSCB		12.772134	
LYPD5		12.764428	
PSME1		12.758824	
SLC25A29		12.756989	
PPIB		12.754195	
VMP1		12.751293	
MORF4L1		12.730518	
MEIS1		12.715978	
SLC34A2		12.711819	
FRMPD1		12.685197	
STT3A		12.670854	
BTBD2		12.667419	
DRC3		12.656451	
MRPL18		12.652666	
IFITM1		12.649322	
KDM1A		12.643887	
SEC22B		12.642777	
NPM1		12.642426	
FNTB		12.63802	
ITGB7		12.636867	
AIFM1		12.633831	
MTSS1		12.6027155	
DZIP1L		12.600905	
PPP2R3C		12.60054	
SNHG16		12.582539	
BCCIP		12.575347	
HYOU1		12.554267	
TMEM43		12.549032	
SH3BGRL2		12.54799	
ACTR1A		12.546843	
H6PD		12.545961	
SNU13		12.543081	
PDAP1		12.52817	
COPS4		12.519729	
FANCI		12.514432	
ZNF22		12.502217	
LLGL1		12.499388	
NEK11		12.464591	
MAP2K1		12.459757	
PM20D2		12.459474	
NDUFS6		12.459362	
PLEK2		12.4494295	
SMPD3		12.443952	
PPOX		12.431498	
BCL11B		12.426278	
OSBPL5		12.418749	
EIF5		12.412627	
RAP2B		12.397477	
DYNLT1		12.39352	
XRCC6		12.387308	
AATF		12.387136	
DNAJA1		12.362602	
GSTM4		12.361994	
IMPA2		12.35845	
AP1S2		12.355506	
FAM234B		12.35343	
FAR1		12.346179	
CERS5		12.343918	
TGM1		12.3387575	
HPRT1		12.331365	
KNTC1		12.328377	
SYTL2		12.324254	
OSTC		12.320723	
MAGEF1		12.315534	
TCP1		12.302307	
SREBF2		12.294186	
SETD1B		12.288912	
TBL2		12.281498	
GPR157		12.281156	
IRAK2		12.279511	
ALOXE3		12.275988	
FBXL18		12.275833	
HNRNPF		12.273641	
SDF2		12.268311	
DTX3L		12.262617	
PTGIS		12.258312	
ARMCX3		12.255345	
C1orf216		12.246897	
PRDX4		12.242422	
RARG		12.239623	
ABHD12B		12.238537	
IRF7		12.237906	
SLC5A1		12.232323	
NADK2		12.229404	
ANXA3		12.227307	
FAM20C		12.22013	
NOP10		12.217509	
ANP32B		12.215924	
PFN1		12.20698	
XPR1		12.201271	
AP2B1		12.195017	
SRSF6		12.194633	
NCCRP1		12.186766	
C1orf174		12.178521	
CCT8		12.176486	
IMP4		12.172814	
HELLS		12.165935	
LYAR		12.165793	
RTL10		12.163531	
PINX1		12.157294	
TPP2		12.156733	
ERCC3		12.154203	
COPRS		12.152832	
TOMM5		12.150837	
TSC22D3		12.150283	
FAM221A		12.134891	
SLC25A37		12.134762	
PGM2L1		12.134362	
DDX50		12.12936	
CLDN23		12.109671	
STX4		12.104503	
RPS27L		12.096699	
PCID2		12.092316	
NPEPL1		12.085554	
NFYA		12.082336	
PQBP1		12.079457	
NTAQ1		12.078572	
SNX11		12.0757475	
VASP		12.07536	
ABCA12		12.072331	
SEC61G		12.07109	
C7orf50		12.061017	
TYMS		12.046083	
MCUB		12.045072	
AHNAK		12.03666	
NFKB2		12.032933	
NMI		12.032062	
SLC46A2		12.025148	
TOR1B		12.023622	
FAM83H		12.020873	
SDR9C7		12.02039	
NCSTN		12.017767	
RBM12		12.013309	
SEC13		12.007008	
UTP11		12.00386	
TFAP2B		11.994386	
SNX3		11.993185	
IFRD2		11.988113	
MEX3D		11.985609	
CCDC120		11.976731	
TRIM44		11.973701	
PRDM10		11.972055	
APLN		11.964426	
PTPRF		11.960908	
APPL2		11.959208	
FTH1		11.95609	
MAML3		11.942329	
N4BP3		11.926132	
LYPD3		11.918644	
ABCB7		11.915585	
PRPF19		11.91516	
PDIA4		11.912152	
TMEM38B		11.895567	
POLR1G		11.89536	
BTC		11.890031	
CALML5		11.887871	
DEGS2		11.877457	
UBE2D1		11.875475	
RPF2		11.867598	
PTP4A3		11.8653345	
VCAN		11.845718	
KLHL29		11.841583	
MYH14		11.832166	
C14orf132		11.829922	
GADD45GIP1		11.824424	
MPZL1		11.824215	
PUS3		11.823586	
GATA3		11.816817	
PNP		11.813921	
SNRPD1		11.80824	
ERLIN1		11.808186	
SCO1		11.803742	
PTGES3		11.8010235	
CASP4		11.799651	
ITPR2		11.799157	
UPP1		11.797137	
JUP		11.796705	
PLBD1		11.784801	
NDUFB6		11.782785	
ATF1		11.781783	
HACD3		11.779288	
ALDOA		11.759529	
POLR1C		11.758064	
SERBP1		11.753965	
THSD4		11.747731	
LDHA		11.739176	
BZW2		11.739035	
EVPL		11.733766	
SLC41A3		11.733352	
RASSF1		11.730084	
PDPN		11.728024	
NINJ2-AS1		11.725583	
PGM3		11.713972	
NPAS1		11.710762	
YWHAE		11.701299	
TANC1		11.698052	
MARS1		11.686924	
SDCBP		11.686094	
DNASE1L3		11.672476	
CASP7		11.66747	
ELOVL1		11.659843	
TFCP2L1		11.652225	
MRPL28		11.64987	
PNPLA7		11.642339	
METTL2A		11.637107	
KDELR2		11.624858	
ADAM9		11.624697	
ADAMTS9		11.618438	
SURF6		11.6126995	
MRPL36		11.601592	
CPNE1		11.590596	
SRCIN1		11.586522	
LRRC32		11.583077	
RING1		11.581802	
ACOT9		11.57508	
PLPP5		11.574782	
STXBP6		11.57144	
FICD		11.56723	
CHCHD1		11.567016	
ATP5PF		11.566023	
SSBP4		11.563928	
TUBA4A		11.563069	
SSR3		11.562212	
TIMM44		11.560245	
MRPS22		11.558085	
NCOA2		11.556385	
GPAT4		11.548746	
CELF1		11.545774	
NDST1		11.540845	
RNF181		11.540261	
COPS5		11.536604	
SERPINH1		11.531838	
ZNF787		11.529111	
UBE2Q2		11.523322	
ATP5F1C		11.521553	
NR2C2AP		11.517674	
TEAD2		11.515422	
COX20		11.513262	
PLSCR1		11.512227	
BMP7		11.507277	
MSH6		11.505133	
PPT2		11.490178	
SELENOW		11.487264	
TMEM70		11.4729185	
KPNB1		11.470984	
PKM		11.466243	
WNT4		11.464459	
HOXC13-AS		11.462743	
GNG5		11.456502	
NKIRAS1		11.454682	
CDADC1		11.443124	
FKBP4		11.437923	
GPR37		11.436504	
BCAR1		11.434156	
SEC63		11.433866	
CCT5		11.428295	
DDX27		11.416228	
IL17RE		11.41001	
PSMG1		11.408405	
TMEM63B		11.407115	
THEM5		11.405006	
MFSD11		11.404882	
ERBB3		11.4002695	
MAD2L1BP		11.399684	
KREMEN1		11.399456	
JHY		11.397032	
CTSL		11.396193	
ZNF710		11.3931055	
PKNOX1		11.388637	
BICDL2		11.386255	
MCU		11.380197	
CCDC85B		11.3761015	
SP6		11.361519	
BRK1		11.35099	
GORASP1		11.349041	
PDZD4		11.349007	
CCT6A		11.348415	
PSMD13		11.346308	
TEX30		11.345591	
SNRPE		11.345278	
BBIP1		11.332203	
HNRNPR		11.323645	
ARK2C		11.323071	
NOL11		11.317248	
SAT1		11.3132	
FNDC4		11.303463	
B2M		11.29527	
S100A11		11.29492	
CMYA5		11.292203	
RNF123		11.290083	
FAM222A		11.286929	
LIN7B		11.283296	
ST3GAL6		11.282803	
GJB3		11.277795	
PWP1		11.276417	
GOT1		11.271785	
TRIM21		11.269064	
PKD1P3		11.264953	
PTEN		11.263092	
SLC8A1		11.2585745	
BACE2		11.256881	
CIART		11.247641	
NGEF		11.244448	
RNPS1		11.237845	
COMP		11.230674	
KAT14		11.217102	
ACAT1		11.211405	
TIAL1		11.205284	
TSEN15		11.193982	
MANF		11.189112	
ZNF200		11.17402	
OBSL1		11.1713085	
VDAC3		11.164232	
ACTN1		11.161126	
PSMA1		11.150019	
CMSS1		11.129073	
SLC47A1		11.129039	
RAB8B		11.123348	
IER5L		11.123271	
CISD1		11.121669	
REXO2		11.119755	
IFI16		11.116919	
FANCD2		11.11634	
SMPD1		11.112055	
RABEP1		11.111367	
RNPEPL1		11.111301	
GREM1		11.110645	
RAB1A		11.1081	
CAMK1D		11.099256	
CAP1		11.093295	
MORF4L2		11.090386	
MFSD12		11.08439	
MDFI		11.081506	
SLC9B2		11.081505	
RAB34		11.077876	
CASZ1		11.075857	
POLR1E		11.071962	
TXNDC5		11.070177	
ATP5MF		11.058621	
ZDHHC1		11.052201	
OTX1		11.051839	
GDF7		11.049049	
FRY		11.042898	
ST6GALNAC2		11.033996	
SUFU		11.031196	
CCDC3		11.030421	
PRPS1		11.030122	
WDR12		11.029057	
HABP4		11.025227	
TXNDC12		11.006384	
TWNK		11.005225	
PLA2G4A		10.998962	
PNN		10.997256	
TTC22		10.996335	
MAP3K9		10.995869	
USPL1		10.993196	
SRGAP3		10.991845	
COX5A		10.985701	
ILF3		10.985442	
CNNM4		10.984563	
CDH11		10.984531	
BMERB1		10.98372	
WDFY2		10.975643	
SLITRK6		10.975628	
ME2		10.975551	
RSL1D1		10.975175	
CDCA7L		10.974288	
DENND4A		10.970748	
HSPH1		10.96984	
TINF2		10.967579	
FARSB		10.967071	
UTP4		10.959644	
APEX1		10.952109	
ATAD2		10.949083	
PLAU		10.948406	
TUBA1A		10.947822	
MFF		10.945508	
NT5C3B		10.942916	
RAB3D		10.930832	
MLKL		10.928791	
PRKCB		10.922281	
S100P		10.916969	
NDUFV3		10.914227	
PKIA		10.910301	
NDUFB4		10.908152	
POLE		10.902607	
EVI5		10.900478	
GALNT14		10.893904	
EML1		10.886768	
HNRNPC		10.883532	
PSMA7		10.883403	
FKBP15		10.880644	
GART		10.873385	
TRPV4		10.872793	
TREX2		10.868314	
ADCY2		10.867945	
CCDC24		10.849766	
TOMM22		10.836103	
TBCA		10.835986	
UTP14A		10.825352	
NOP9		10.821151	
ARFGAP3		10.811945	
PLIN3		10.81072	
TMEM143		10.809661	
ELMOD1		10.808524	
LARS1		10.803007	
SLC47A2		10.802545	
PFDN6		10.801233	
IL22RA1		10.800087	
CCNJ		10.798181	
TMEM54		10.788142	
RALB		10.78754	
LSM10		10.775511	
EGLN2		10.775456	
DERL1		10.772496	
NCL		10.772366	
LY75		10.771407	
STOX2		10.765672	
PRMT1		10.763712	
EIF4A2		10.75883	
ARHGEF4		10.75717	
RTF2		10.752014	
CORO6		10.751855	
FKBP2		10.7430935	
WDR74		10.742423	
NPR2		10.732385	
HSP90AA1		10.731806	
LPCAT3		10.722064	
PES1		10.717711	
CCT7		10.715	
ENY2		10.713848	
IQCH-AS1		10.713229	
MAPRE2		10.712601	
STEAP1		10.705085	
EMP2		10.70013	
TRAPPC4		10.690409	
DYRK1B		10.689221	
CC2D2A		10.686175	
SPRY4		10.682555	
LPCAT1		10.678043	
FH		10.676201	
WDR62		10.674607	
BYSL		10.671393	
CSRP2		10.667835	
LOC729732		10.667674	
ARHGAP32		10.662935	
VTI1B		10.657289	
ZCCHC3		10.657102	
C2CD2		10.6564	
FIBIN		10.650936	
GMPPB		10.644528	
CARNS1		10.6365	
PSMA4		10.627337	
GRHL3		10.61905	
ARPC4		10.6186695	
CHMP2A		10.617594	
HAX1		10.616874	
TPPP		10.616284	
MAT2A		10.6101465	
PCMTD2		10.609753	
UTP6		10.60903	
MAGOH		10.599423	
TXNRD1		10.589047	
NUDCD1		10.585153	
NOS3		10.583574	
MCM5		10.581023	
PVR		10.57897	
HECTD4		10.560818	
SIPA1L3		10.556423	
C11orf24		10.548963	
MICOS10		10.54537	
CFDP1		10.542073	
MRPL3		10.542034	
CAPRIN1		10.539497	
SLC6A9		10.533149	
ZBTB7C		10.531324	
DDX39A		10.521294	
PLEKHO1		10.5180855	
COPG1		10.51666	
CIAO2B		10.515706	
RHEB		10.515083	
TRIM47		10.511432	
ATP6V0A1		10.508515	
PLXNA3		10.496764	
KPNA2		10.495274	
A2ML1		10.479371	
MRPL24		10.476087	
SEC61B		10.469694	
NAV3		10.469348	
TAF1D		10.468295	
MED10		10.467018	
RFFL		10.466498	
HERC2		10.4647875	
USP21		10.462241	
ZBTB37		10.460588	
ZNF433		10.458035	
THAP12		10.457785	
SCEL		10.456133	
EIF3J		10.455537	
GINS1		10.455419	
JADE2		10.45397	
RRS1		10.452923	
ACSL4		10.451376	
THBS2		10.445222	
CDK16		10.445078	
ZNG1B		10.444786	
HSBP1		10.441044	
CLIC6		10.4390335	
PKD1P4		10.435029	
HDGFL3		10.425857	
M6PR		10.424146	
TMEM258		10.420686	
MATN2		10.418873	
NAAA		10.416251	
SBF1		10.413117	
HPSE		10.413033	
ATP5MC3		10.412763	
SLC2A1-DT		10.411593	
SERPINB6		10.409826	
MPZL2		10.4044895	
KIF21A		10.38963	
HACD4		10.388513	
BOLA3		10.387147	
SFI1		10.387108	
CARF		10.386123	
PKDCC		10.384269	
ITGA5		10.380226	
CRYBG1		10.378873	
SPON1		10.377346	
SRSF2		10.364218	
TRIM27		10.362098	
MOK		10.353781	
RND2		10.353258	
SFT2D1		10.3505745	
GTF2IRD1		10.34428	
SH3GLB2		10.342952	
ADAMTS1		10.341137	
ANXA5		10.339263	
ZDHHC7		10.338715	
HNRNPA3		10.336263	
SRSF7		10.336207	
ZNF652		10.335833	
NDUFS5		10.328734	
DOCK5		10.326955	
B4GAT1		10.321499	
IL4R		10.319973	
ATF6B		10.319948	
UBA6		10.319784	
RRP15		10.315805	
PAK4		10.313444	
XXYLT1		10.312023	
RAB11FIP1		10.305822	
KATNIP		10.2998705	
WDR1		10.297074	
CD46		10.28908	
STAG3		10.288057	
EIF2B2		10.281692	
GCLM		10.281273	
PDE8A		10.281156	
RGL2		10.280522	
GAS6		10.279911	
AUP1		10.273804	
PRLR		10.27159	
COA4		10.269559	
EIF5B		10.269007	
GSTM2		10.266723	
CRELD2		10.266715	
SRRD		10.266492	
URGCP		10.260062	
UGDH		10.25286	
STAT1		10.245768	
ARNT2		10.236626	
RBM26		10.234665	
STOM		10.232195	
LOC105374338		10.228151	
ITGB1		10.227934	
RBM41		10.22638	
SEC23IP		10.221763	
ACTB		10.219608	
KRT77		10.216236	
SYNE2		10.215829	
GAR1		10.215807	
PDLIM2		10.21322	
NIP7		10.206566	
NABP1		10.205201	
BFAR		10.20267	
FCER1G		10.198	
SLC44A2		10.195054	
ZDHHC11		10.193384	
HS3ST6		10.191224	
IMPA1		10.1880245	
NUP88		10.180164	
ZDHHC12		10.179885	
HIP1R		10.179685	
TMED5		10.176668	
PPARD		10.174064	
GGT6		10.166393	
CTDSPL		10.161585	
CEP63		10.157251	
NSFL1C		10.153479	
RBBP9		10.152062	
DLG3		10.1500845	
TIMM17A		10.148117	
DSG3		10.1470175	
ENDOU		10.142044	
KLF5		10.14126	
MICALL1		10.13711	
CSNK2A2		10.134978	
MARCHF5		10.12734	
ZDHHC11B		10.127331	
NGLY1		10.124148	
FCGR2A		10.119001	
TGM2		10.10942	
KIFBP		10.109338	
SNX1		10.104435	
ADGRF4		10.102827	
TTL		10.1013155	
GTF3C6		10.100131	
SEPTIN5		10.098968	
SDC1		10.097997	
MED25		10.096523	
ABCA2		10.094173	
COPB2		10.090843	
SCAMP3		10.090508	
GLS		10.089893	
NIPA2		10.087241	
HMCN2		10.084299	
ERI1		10.081859	
FAM13C		10.08144	
EIF1B		10.081114	
PDP2		10.078018	
EMILIN1		10.077381	
NUDT9		10.07499	
CEBPA		10.062659	
RANBP10		10.0610895	
NDUFB2		10.059992	
TRMT6		10.03597	
POLR2D		10.035267	
IBTK		10.029937	
BRD3		10.02853	
CHCHD2		10.027352	
PASK		10.026258	
MRPL13		10.02506	
YTHDF3		10.023452	
JMJD8		10.020734	
CEP170B		10.020187	
VSIG10		10.017146	
DNAJC25		10.016905	
ARHGEF37		10.013009	
PRPF38A		10.012675	
CCT2		10.0096245	
ANGPTL1		10.008004	
VPS51		10.007993	
ZC3H18		10.000703	
XIST		9.99723	
OGFRL1		9.996147	
EIF4A3		9.994517	
ARHGEF2		9.993057	
MRPL33		9.97755	
SLC16A7		9.974092	
STRAP		9.968564	
SEMA3A		9.967303	
MCRIP1		9.964882	
TSFM		9.961044	
CERS3		9.953434	
TCOF1		9.952418	
ZC3H15		9.952403	
LOC93429		9.948454	
UEVLD		9.946948	
LAMP1		9.945561	
COL4A1		9.94257	
FOXN1		9.93969	
NEDD4		9.938766	
CFAP36		9.93705	
FAM13A-AS1		9.936286	
ARL14EP		9.923312	
SNHG17		9.921076	
RUNX1		9.920895	
TBC1D17		9.918119	
ODR4		9.911101	
SCUBE2		9.90456	
OXSM		9.896227	
SLC2A4RG		9.8926115	
COL15A1		9.876957	
CACHD1		9.874425	
CDSN		9.861751	
DDRGK1		9.861268	
TCTN2		9.855467	
CCDC107		9.855256	
ZNRD2		9.85147	
SERTAD4		9.850296	
C3orf70		9.8473015	
SLC49A3		9.846227	
LIG3		9.845306	
MIX23		9.84421	
TRMT112		9.839736	
C2CD2L		9.835924	
MED20		9.833203	
ZNF667-AS1		9.83087	
LOC103344931		9.830343	
THUMPD3		9.830158	
MFAP3L		9.825954	
HMGN4		9.824166	
MAK16		9.821371	
PUM3		9.819884	
DERL2		9.818737	
ALG2		9.812757	
CEP72		9.810534	
SYS1		9.810359	
COPB1		9.808849	
TNC		9.80763	
KCNJ12		9.807615	
FAM133B		9.807083	
KHDC1-AS1		9.80689	
SETBP1		9.805777	
DOK4		9.801837	
ATP1A1		9.79202	
